class,oldMethodName,newMethodName,tokens,similarity
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,CreatesFormulariosServiceImpl0,GuardarDatosFormularioWithNullIdSolicitudesPDF,161,0.5088044576206151
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,GuardarDatosFormularioThrowsException,GuardarDatosFormularioWithException,236,0.9356001952120553
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,CreatesFormulariosServiceImpl1,GuardarDatosFormularioWithoutIdSolicitudesPDF,402,0.5081218849097304
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,RecuperarDatosFormulario,RecuperarDatosFormulario,386,1.0
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,RecuperarDatosFormularioThrowsException,RecuperarDatosFormularioWithException,388,0.9310585741265816
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,RecuperarDatosFormularioReturningJSONObjectWhereIsEmptyIsFalse,RecuperarDatosFormularioWithOptional,597,0.5616815953253277
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,RecuperarDatosFormularioJSONThrowsException,RecuperarDatosFormularioJSON,494,0.992564282113951
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,RecuperarDatosFormularioJSON,RecuperarDatosFormularioJSON2,552,1.0
/Users/rsain/Downloads/tests/FormulariosServiceImpl_ESTest.java,RecuperarDatosFormularioReturningJSONObjectWhereIsEmptyIsTrue,RecuperarDatosFormularioJSON3,533,0.7766112469302804
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,TramitacionAEventoDesistimientoThrowsException,TramitacionAEventoDesistimiento,597,0.9642022111534806
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CrearActualizarFirmanteThrowsNullPointerException,CrearActualizarFirmante,244,0.7857932580038892
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoThrowsNullPointerException,Extracto,159,0.4026039417782178
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ObtenerIdDocEni,ObtenerIdDocEni,408,1.0
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CreatesMetodosEntregaServiceImplAndCallsCalcularIdAppAlfresco0,CalcularIdAppAlfresco,160,0.7522477908905112
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CreatesMetodosEntregaServiceImplAndCallsCalcularIdAppAlfresco1,CalcularIdAppAlfresco2,187,0.7522477908905112
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CalcularIdAppAlfrescoThrowsException,CalcularIdAppAlfrescoWithInvalidInput,210,0.9352269256819122
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ObtenerUnidadOrganica,ObtenerUnidadOrganica,457,1.0
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ObtenerUnidadOrganicaThrowsException,ObtenerUnidadOrganicaWithException,541,0.9063872787438897
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CalcularIdAppAlfrescoThrowsNullPointerException,CalcularIdAppAlfrescoWithNullInput,227,0.9440198212957778
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoThrowsStringIndexOutOfBoundsException,ExtractoWithException,355,0.6741148976098801
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,GetDatosProcesoEntregaDelFormularioThrowsNullPointerException,GetDatosProcesoEntregaDelFormulario,272,0.9360654794738726
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ObtenerIdDocEniThrowsNullPointerException,ObtenerIdDocEniWithNullPointerException,271,0.9508251110661575
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CompruebaFaseEnPlazoWithNull,compruebaFaseEnPlazoWithNullInput,653,0.9818690378079685
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CrearDocumentoThrowsNullPointerException,CrearDocumento,647,0.6963892108017051
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CrearFirmaThrowsNullPointerException,CrearFirma,371,0.70925621194004
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,CompruebaFaseEnPlazoWithNonEmptyString,CompruebaFaseEnPlazoWithNullPointerException,348,0.9242346833042004
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoAndExtractoWithNegativeAndExtractoWithEmptyString0,ExtractoWithTimeout,386,0.8603025450794647
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoAndExtractoWithNegativeAndExtractoWithEmptyString1,ExtractoWithTimeout2,329,0.8603025450794647
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoWithZero,ExtractoWithTimeout3,325,0.8937461591203383
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoAndExtractoWithNullAndExtractoWithNonEmptyString0,ExtractoWithTimeout4,407,0.8522031233160502
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoAndExtractoWithNullAndExtractoWithNonEmptyString1,ExtractoWithTimeout5,402,0.8522031233160502
/Users/rsain/Downloads/tests/MetodosEntregaServiceImpl_ESTest.java,ExtractoAndExtractoWithNullAndExtractoWithNonEmptyString2,ExtractoWithTimeout6,346,0.8522031233160502
/Users/rsain/Downloads/tests/PDFnormalizadoServiceImpl_ESTest.java,GenerarPdfNormalizadoThrowsRuntimeException,GenerarPdfNormalizado,226,0.8891786623538787
/Users/rsain/Downloads/tests/PDFnormalizadoServiceImpl_ESTest.java,GenerarPdfNormalizadoThrowsNullPointerException,GenerarPdfNormalizadoWithNullInput,183,0.9089079410551707
/Users/rsain/Downloads/tests/PDFnormalizadoServiceImpl_ESTest.java,GenerarPdfNormalizadoThrowsException,GenerarPdfNormalizadoWithException,466,0.9205608397744798
